,id,lot_frontage,overall_qual,bsmtfin_sf_1,total_bsmt_sf,1st_flr_sf,gr_liv_area,full_bath,totrms_abvgrd,fireplaces,garage_area,saleprice,porch_sf,house_remod_sold,house_age_sold,kitchen_qual_Fa,kitchen_qual_Gd,kitchen_qual_TA,neighborhood_Blueste,neighborhood_BrDale,neighborhood_BrkSide,neighborhood_ClearCr,neighborhood_CollgCr,neighborhood_Crawfor,neighborhood_Edwards,neighborhood_Gilbert,neighborhood_Greens,neighborhood_IDOTRR,neighborhood_MeadowV,neighborhood_Mitchel,neighborhood_NAmes,neighborhood_NPkVill,neighborhood_NWAmes,neighborhood_NoRidge,neighborhood_NridgHt,neighborhood_OldTown,neighborhood_SWISU,neighborhood_Sawyer,neighborhood_SawyerW,neighborhood_Somerst,neighborhood_StoneBr,neighborhood_Timber,neighborhood_Veenker
979,828,64.0,7,902.0,1282.0,1290,1290,2,6,1,662.0,200000,168,2,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
980,1694,105.0,10,1430.0,1994.0,2046,2046,2,7,2,878.0,450000,428,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
981,571,34.0,6,381.0,729.0,742,1471,2,6,0,440.0,172500,24,10,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
982,1192,90.0,6,956.0,1522.0,1548,2614,2,9,1,624.0,240000,281,11,34,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
983,1806,102.0,8,0.0,1580.0,1580,2466,3,8,1,610.0,340000,373,2,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
984,962,73.0,8,16.0,1466.0,1466,1466,2,7,0,610.0,201000,118,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
985,2142,120.0,5,716.0,969.0,969,969,1,5,0,440.0,122000,0,32,32,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
986,1648,93.0,7,1328.0,1529.0,1664,1664,2,7,1,663.0,213000,0,22,29,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
987,618,90.0,6,1173.0,1680.0,1691,1691,1,5,0,550.0,175000,67,42,42,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
988,2108,64.0,7,664.0,1208.0,1208,1208,2,6,0,628.0,195400,159,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
989,772,75.0,5,527.0,1052.0,1052,1052,1,6,1,668.0,113500,215,42,42,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
990,2672,65.0,6,0.0,972.0,972,1577,1,6,1,312.0,140200,0,56,67,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
991,2492,65.0,5,162.0,882.0,909,909,1,5,0,294.0,116000,155,38,38,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
992,2903,88.0,9,1455.0,1838.0,1838,1838,2,9,1,682.0,359900,386,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
993,2783,50.0,6,509.0,675.0,686,1388,1,6,0,317.0,157500,442,29,29,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
994,786,92.5,5,379.0,1617.0,1867,1867,1,7,3,303.0,190000,618,16,54,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
995,740,60.0,5,405.0,1145.0,1301,1301,1,5,0,440.0,100000,0,59,85,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
996,2546,80.0,6,553.0,1251.0,1251,1251,1,6,2,461.0,160000,116,42,42,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
997,851,65.0,7,1259.0,1431.0,1444,1444,2,6,0,577.0,203000,184,8,7,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
998,1833,88.30555555555556,8,482.0,1453.0,1453,2810,2,9,1,750.0,302000,500,17,17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
999,76,50.0,6,543.0,923.0,923,923,2,5,1,264.0,143000,80,30,30,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1000,2151,66.0,8,281.0,1028.0,1210,2452,2,9,1,683.0,267000,258,8,9,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1001,1880,75.19245283018869,4,0.0,0.0,1224,1224,2,8,0,530.0,103000,0,43,43,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1002,2907,32.0,6,1201.0,1237.0,1337,1337,2,5,0,405.0,153500,199,8,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1003,1831,72.77464788732394,5,1390.0,1390.0,1701,1701,2,6,2,611.0,171000,0,26,32,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1004,2836,62.0,4,0.0,1093.0,1093,1669,1,9,0,288.0,107000,0,56,82,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1005,1955,66.0,6,952.0,952.0,952,952,1,5,0,288.0,128500,0,39,39,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1006,1926,72.0,5,512.0,922.0,922,922,1,5,0,308.0,116000,34,50,50,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1007,2924,80.0,5,936.0,1126.0,1126,1126,2,5,1,484.0,160000,336,29,29,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1008,1003,39.0,8,0.0,1280.0,1280,1280,2,5,0,506.0,180000,226,16,16,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1009,1667,66.0,5,81.0,914.0,914,914,1,5,0,368.0,133000,120,5,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1010,2905,78.0,7,1243.0,1288.0,1368,1368,2,8,0,784.0,215000,48,9,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1011,921,69.27272727272727,6,547.0,771.0,753,1494,1,7,2,213.0,177500,224,59,67,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1012,1780,76.0,8,28.0,1524.0,1534,1534,2,7,1,484.0,215000,214,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1013,746,51.0,5,273.0,952.0,994,1582,2,6,1,250.0,150000,189,59,71,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1014,254,90.0,7,1470.0,1673.0,1699,3222,3,11,2,594.0,320000,367,20,20,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1015,606,100.0,6,196.0,1516.0,1516,1516,1,6,0,472.0,167000,152,45,45,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1016,2703,55.0,5,0.0,0.0,1032,1032,1,6,1,260.0,125000,0,56,71,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1017,1306,103.0,3,0.0,448.0,1588,1588,2,6,0,0.0,65000,0,16,59,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1018,2102,103.0,7,0.0,1316.0,1316,1316,2,6,1,440.0,200141,20,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1019,1784,85.0,7,0.0,1528.0,1528,1528,3,6,1,480.0,235876,228,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1020,941,50.0,5,0.0,760.0,928,2168,2,11,0,576.0,123000,627,16,109,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1021,2699,82.0,5,329.0,806.0,1081,1422,1,7,1,288.0,137500,0,55,55,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1022,2127,60.0,4,588.0,990.0,990,990,1,5,0,0.0,123600,0,12,13,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1023,2607,84.0,6,643.0,1088.0,1324,1324,2,6,1,440.0,160000,138,41,41,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1024,1754,72.02564102564102,6,0.0,924.0,948,1690,2,7,1,463.0,181000,148,7,7,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1025,1367,49.0,5,180.0,825.0,825,825,1,4,0,720.0,125000,190,13,53,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1026,580,78.0,6,298.0,727.0,829,1556,1,8,0,441.0,154000,0,41,41,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1027,341,74.0,6,944.0,1152.0,1152,1797,2,7,1,616.0,231000,474,16,17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1028,26,65.0,5,775.0,1056.0,1056,1056,1,6,1,304.0,142000,85,42,42,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1029,2667,90.0,10,0.0,1107.0,1518,3608,2,12,2,840.0,475000,670,13,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1030,2884,41.0,8,1573.0,1573.0,1778,1778,2,5,1,495.0,375000,329,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1031,28,70.0,4,432.0,864.0,864,864,1,5,1,0.0,115000,0,39,39,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1032,531,62.0,7,410.0,1221.0,1221,1221,2,6,0,400.0,185000,113,4,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1033,2189,62.0,6,144.0,660.0,740,865,1,4,1,216.0,108500,0,12,87,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1034,2508,24.0,7,0.0,600.0,520,1223,2,4,0,480.0,147400,166,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1035,573,35.0,7,549.0,691.0,713,1452,2,6,0,506.0,156000,34,10,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1036,1363,61.890625,5,0.0,880.0,880,1308,2,6,0,400.0,120000,0,30,93,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1037,487,61.0,7,241.0,384.0,744,1374,2,7,0,400.0,167000,0,5,5,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1038,1083,43.0,7,16.0,1346.0,1504,1504,2,7,1,437.0,191000,176,2,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1039,1620,56.0,6,0.0,384.0,754,1384,2,7,1,390.0,161500,0,10,10,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1040,1929,70.0,5,780.0,1204.0,1411,1411,1,7,1,310.0,130000,360,32,52,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1041,1820,80.0,5,630.0,970.0,970,970,1,5,0,624.0,132500,216,44,44,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1042,1398,72.77464788732394,5,704.0,864.0,904,904,1,5,0,912.0,144000,143,38,38,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1043,2177,66.93023255813954,5,0.0,0.0,1100,2233,2,11,0,579.0,141000,0,28,28,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1044,2144,60.0,4,385.0,385.0,875,875,1,5,0,728.0,117000,352,1,35,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1045,2697,60.0,6,490.0,520.0,520,754,1,5,0,0.0,84500,53,24,71,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1046,1403,92.5,4,1116.0,1364.0,1663,1663,1,6,2,529.0,256000,361,14,54,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1047,596,70.0,5,338.0,925.0,925,925,1,5,0,429.0,117500,0,44,44,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1048,922,130.0,5,428.0,728.0,976,1308,1,7,2,256.0,160000,70,59,69,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1049,2065,81.0,5,386.0,1240.0,1375,1375,1,6,1,323.0,187000,0,9,51,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1050,1710,110.0,8,938.0,1317.0,1217,2385,2,7,1,818.0,350000,420,4,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1051,1034,60.0,5,0.0,896.0,896,1792,2,8,0,480.0,133000,45,34,34,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1052,1057,105.0,8,1728.0,2418.0,2464,2464,2,9,1,650.0,417500,436,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1053,470,51.0,7,988.0,1386.0,1569,1569,2,7,1,660.0,175900,163,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1054,819,84.0,9,1021.0,1555.0,1680,1680,1,8,1,1138.0,323262,209,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1055,2160,65.0,7,699.0,1337.0,1337,1337,2,6,0,531.0,185000,39,4,4,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1056,2552,60.0,6,574.0,816.0,816,816,1,4,1,240.0,129800,228,56,72,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1057,41,95.0,7,1201.0,1541.0,1541,1541,2,7,1,532.0,220000,70,5,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1058,742,51.0,4,0.0,884.0,989,1573,1,6,0,240.0,133000,120,14,74,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1059,686,60.0,4,0.0,832.0,832,1461,2,6,0,384.0,133500,204,13,60,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1060,314,75.47692307692307,6,0.0,1958.0,2048,2048,3,9,0,776.0,170000,0,34,34,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1061,1630,72.02564102564102,6,0.0,903.0,910,1642,2,7,1,392.0,168000,374,13,14,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1062,191,60.0,6,283.0,738.0,868,1470,1,6,0,624.0,140750,0,16,88,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1063,1626,60.0,6,0.0,938.0,957,2299,3,7,1,482.0,204000,218,4,8,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1064,59,72.02564102564102,7,0.0,884.0,884,2035,2,8,1,434.0,222500,192,9,9,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1065,2632,69.0,5,784.0,925.0,999,999,1,6,0,300.0,134500,222,44,44,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1066,1835,45.0,8,851.0,1378.0,1378,1378,2,6,1,540.0,214000,216,3,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1067,2675,65.0,5,507.0,793.0,793,1118,1,5,1,410.0,119900,271,56,67,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1068,1503,92.0,4,133.0,1440.0,1440,1440,2,8,0,0.0,118000,0,53,53,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1069,1963,70.0,5,588.0,1010.0,1134,1134,1,6,0,254.0,135000,16,5,47,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1070,1352,64.0,6,0.0,833.0,1053,1848,1,8,1,370.0,207000,220,8,85,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1071,1519,60.0,6,423.0,1181.0,1390,1694,2,7,1,576.0,136500,342,58,83,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1072,1305,50.0,4,0.0,901.0,901,901,1,4,0,281.0,107900,0,8,54,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1073,2014,56.35714285714285,6,52.0,861.0,861,1409,1,6,1,528.0,126000,225,57,69,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1074,1,141.0,6,639.0,1080.0,1656,1656,1,7,2,528.0,215000,272,50,50,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1075,1052,96.0,10,1280.0,1682.0,1742,2332,2,9,1,846.0,426000,330,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1076,622,80.0,5,607.0,1113.0,1113,1113,1,5,1,264.0,147000,80,2,59,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1077,913,64.0,6,0.0,816.0,1232,1232,1,6,1,440.0,147500,0,9,93,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1078,1058,104.0,9,1375.0,1950.0,1950,1950,2,7,1,706.0,383000,363,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1079,2348,80.0,7,929.0,1845.0,1872,1872,2,6,1,604.0,241500,236,18,18,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1080,1527,63.0,6,0.0,676.0,676,1264,1,6,0,400.0,147500,424,13,94,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1081,1011,101.0,8,16.0,1168.0,1168,2500,3,9,1,683.0,355000,224,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1082,1332,50.0,5,784.0,784.0,784,784,1,5,0,0.0,109500,0,58,84,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1083,709,50.0,2,0.0,0.0,612,612,1,4,0,308.0,45000,0,59,69,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1084,209,92.5,7,0.0,1032.0,1207,2403,2,10,2,349.0,244400,56,60,70,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1085,619,80.0,6,1285.0,1416.0,1644,1644,1,7,2,418.0,167000,110,56,56,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1086,2150,65.0,7,0.0,860.0,860,1729,2,7,0,542.0,200000,449,5,5,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1087,2704,50.0,5,0.0,830.0,879,879,1,4,0,180.0,80000,108,56,70,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1088,2839,60.0,5,167.0,864.0,864,864,1,5,0,572.0,115000,0,16,51,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1089,1242,72.0,6,616.0,1196.0,1196,1196,1,6,1,297.0,139000,44,52,52,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1090,2714,74.0,6,209.0,672.0,672,1400,1,6,1,440.0,149500,0,28,28,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1091,799,60.0,4,0.0,755.0,755,1510,1,7,1,296.0,108000,120,59,69,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1092,2107,74.0,7,0.0,1240.0,1240,1240,2,5,0,826.0,194000,233,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1093,2486,70.0,5,36.0,988.0,988,988,1,6,0,624.0,129500,0,44,44,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1094,1911,63.0,5,0.0,1560.0,1560,1560,2,8,0,792.0,126000,0,39,39,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1095,896,70.0,5,1078.0,1078.0,1368,1368,1,6,0,195.0,120000,41,59,59,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1096,272,70.0,7,712.0,1473.0,1484,1484,2,7,0,606.0,213000,35,5,6,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1097,2521,40.0,8,807.0,1226.0,1226,1226,1,4,1,484.0,190000,211,26,26,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1098,2324,72.02564102564102,6,705.0,1160.0,1169,1169,2,6,1,402.0,183500,170,12,13,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1099,1953,93.0,7,242.0,725.0,1035,1651,2,6,2,276.0,172000,671,8,44,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1100,887,67.0,4,690.0,816.0,816,816,1,3,1,288.0,100000,0,51,71,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1101,1479,85.0,7,56.0,1564.0,1564,1564,2,6,0,814.0,218836,24,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1102,1317,60.0,6,0.0,482.0,1221,1912,2,7,1,672.0,163000,25,8,103,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1103,1750,59.0,7,0.0,1510.0,1525,1525,2,6,1,534.0,206580,118,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1104,2815,65.0,6,0.0,728.0,728,1456,2,8,1,390.0,163990,24,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1105,2692,60.0,5,0.0,396.0,665,1330,1,7,0,390.0,116500,72,2,96,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1106,1090,72.02564102564102,7,0.0,840.0,840,1720,2,7,1,400.0,188000,186,5,6,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1107,1912,75.19245283018869,5,602.0,793.0,1280,1280,2,6,1,432.0,175000,180,41,41,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1108,1634,38.0,8,248.0,1166.0,1179,1179,2,5,0,480.0,182000,243,19,19,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1109,1974,60.0,5,0.0,850.0,960,960,1,5,0,576.0,103000,0,27,81,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1110,1764,88.30555555555556,10,1282.0,2633.0,2633,2633,2,8,2,804.0,466500,454,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1111,634,66.0,6,708.0,988.0,988,988,2,6,0,297.0,149500,156,11,50,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1112,1683,24.0,7,632.0,1061.0,1055,1055,2,4,0,319.0,142500,140,29,29,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
